t,x_fit,y_fit,z_fit,x_target,y_target,z_target
0.1145572786,-0.0981788291,-0.1642077561,0.2842140340,-0.3279116440,-0.4804653176,1.9170075827
0.1150575288,-0.0984608303,-0.1643414214,0.2854359745,-0.3277739476,-0.4804961108,1.9171462047
0.1155577789,-0.0987410997,-0.1644750866,0.2866576657,-0.3276362505,-0.4805268318,1.9172848266
0.1160580290,-0.0990196336,-0.1646087519,0.2878791068,-0.3274985531,-0.4805574841,1.9174234486
0.1165582791,-0.0992964283,-0.1647424171,0.2891002965,-0.3273608558,-0.4805880714,1.9175620705
0.1170585293,-0.0995714804,-0.1648760824,0.2903212340,-0.3272231589,-0.4806185972,1.9177006925
0.1175587794,-0.0998447863,-0.1650097476,0.2915419181,-0.3270854628,-0.4806490652,1.9178393144
0.1180590295,-0.1001163426,-0.1651434129,0.2927623477,-0.3269477677,-0.4806794790,1.9179779363
0.1185592796,-0.1003861458,-0.1652770781,0.2939825219,-0.3268100735,-0.4807098420,1.9181165583
0.1190595298,-0.1006541926,-0.1654107434,0.2952024395,-0.3266723799,-0.4807401581,1.9182551802
0.1195597799,-0.1009204796,-0.1655444086,0.2964220996,-0.3265346869,-0.4807704307,1.9183938022
0.1200600300,-0.1011850035,-0.1656780739,0.2976415010,-0.3263969942,-0.4808006634,1.9185324241
0.1205602801,-0.1014477612,-0.1658117391,0.2988606427,-0.3262593016,-0.4808308599,1.9186710460
0.1210605303,-0.1017087493,-0.1659454043,0.3000795238,-0.3261216091,-0.4808610237,1.9188096680
0.1215607804,-0.1019679649,-0.1660790696,0.3012981430,-0.3259839163,-0.4808911585,1.9189482899
0.1220610305,-0.1022254047,-0.1662127348,0.3025164994,-0.3258453485,-0.4809212678,1.9190869119
0.1225612806,-0.1024810657,-0.1663464001,0.3037345920,-0.3256998470,-0.4809513552,1.9192255338
0.1230615308,-0.1027349450,-0.1664800653,0.3049524197,-0.3255495228,-0.4809814244,1.9193641558
0.1235617809,-0.1029870396,-0.1666137306,0.3061699813,-0.3253983944,-0.4810114789,1.9195027777
0.1240620310,-0.1032373465,-0.1667473958,0.3073872760,-0.3252504803,-0.4810415223,1.9196413996
0.1245622811,-0.1034858629,-0.1668810611,0.3086043026,-0.3251097990,-0.4810715583,1.9197800216
0.1250625313,-0.1037325859,-0.1670147263,0.3098210601,-0.3249803690,-0.4811015904,1.9199186435
0.1255627814,-0.1039775129,-0.1671483916,0.3110375475,-0.3248662088,-0.4811316222,1.9200572655
0.1260630315,-0.1042206411,-0.1672820568,0.3122537637,-0.3247670699,-0.4811616573,1.9201958874
0.1265632816,-0.1044619678,-0.1674157221,0.3134697076,-0.3246666181,-0.4811916994,1.9203345094
0.1270635318,-0.1047014904,-0.1675493873,0.3146853783,-0.3245658933,-0.4812217519,1.9204731313
0.1275637819,-0.1049392062,-0.1676830526,0.3159007746,-0.3244685235,-0.4812518186,1.9206117532
0.1280640320,-0.1051751129,-0.1678167178,0.3171158956,-0.3243781369,-0.4812819030,1.9207503752
0.1285642821,-0.1054092078,-0.1679503831,0.3183307401,-0.3242983618,-0.4813120088,1.9208889971
0.1290645323,-0.1056414886,-0.1680840483,0.3195453072,-0.3242328264,-0.4813421394,1.9210276191
0.1295647824,-0.1058719528,-0.1682177135,0.3207595959,-0.3241851587,-0.4813722985,1.9211662410
